,0
1022,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
1023,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
1024,Nc1ccc(S(=O)(=O)N=C(O)c2ccccc2)cc1
1025,CC([O-])=NS(=O)(=O)c1ccc(N)cc1.O.[Na+]
1026,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1
1027,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
1028,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
1029,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+]
1030,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
1031,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
1032,N=C(N)NS(=O)(=O)c1ccc(N)cc1
1033,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
1034,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
1035,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
1036,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
1037,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
1038,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
1039,Nc1ccc(S(N)(=O)=O)cc1
1040,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
1041,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
1042,Nc1ccc(S(=O)(=O)[N-]c2cnc3ccccc3n2)cc1.[Na+]
1043,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
1044,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
1045,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
1046,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
1047,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
1048,COc1cc(S(C)=O)ccc1-c1nc2cccnc2[nH]1
1049,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1
1050,CCN1CCCC1CN=C(O)c1cc(S(N)(=O)=O)ccc1OC
1051,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
1052,Cc1ccc(C([O-])=Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)O)c23)cc1N=C([O-])c1cccc(N=C([O-])Nc2cccc(C([O-])=Nc3cc(C([O-])=Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1053,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
1054,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC
1055,Cl.N=c1c2c([nH]c3ccccc13)CCCC2.O
1056,C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
1057,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21.Cl
1058,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
1059,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
1060,C=CCNC1=C2C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@H](C)C=C(C)[C@@H](OC(=N)O)[C@H](OC)C=CC=C(C)C(O)=NC(=CC1=O)C2=O
1061,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1N=C2O.Cl.Cl
1062,CN1C(C(O)=Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
1063,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)[nH]c(=N)c2cc1OC.Cl
1064,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
1065,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
1066,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
1067,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1068,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl
1069,Cl.Cl.Cl.Cl.Cl.NCCNCCNCCNCCN
1070,Cl.c1ccc(C2CN3CCSC3=N2)cc1
1071,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
1072,O.O=C1C(O)=C(O)C(=O)C(O)=C1O
1073,Cl.c1ccc2c(c1)CCCC2C1=NCCN1
1074,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O
1075,C/C=C(/C)C(=O)O[C@H]1C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@@H](OC(=O)CCC)C[C@](C)(OC(C)=O)[C@H]2[C@@H]1OC(=O)CCCCCCC
1076,Cn1cnc2c1c(O)nc(=O)n2C
1077,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O
1078,Cn1ccnc1S
1079,Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1.Cl.[Cl-]
1080,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)N=C(O)C(Cl)Cl)cc1
1081,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O
1082,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](N=C(C)O)CC2
1083,N=c1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
1084,SC(=NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
1085,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O
1086,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl
1087,C=C(N=C(O)C(=C)N=C(O)c1csc(C2=NC3c4csc(n4)C4N=C(O)c5csc(n5)C(C(C)(O)C(C)O)N=C(O)C5CSC(=N5)/C(=C\C)N=C(O)C(C(C)O)N=C(O)c5csc(n5)C3(CC2)N=C(O)C(C)N=C(O)C(=C)N=C(O)C(C)N=C(O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(=N)O
1088,c1ccc2[nH]c(-c3cscn3)nc2c1
1089,CCN(CC)CCN=C(O)c1cc(S(C)(=O)=O)ccc1OC.Cl
1090,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
1091,Cl.Clc1ccccc1CN1CCc2sccc2C1
1092,CCNC1(c2cccs2)CCCCC1=O.Cl
1093,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O
1094,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
1095,N=c1nc(S)c2nc[nH]c2[nH]1
1096,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
1097,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
1098,Cc1cccc(C)c1N=C(O)C(C)N.Cl
1099,CCOC(O)=NNc1nncc2ccccc12.Cl
1100,Cc1ccc(S(=O)(=O)NC(O)=NN2CCCCCC2)cc1
1101,Cl.c1ccc(CC2=NCCN2)cc1
1102,CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1
1103,CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1
1104,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
1105,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.O.O.[Na+]
1106,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
1107,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
1108,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O
1109,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-]
1110,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
1111,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(O)=NC(C)C)c1
1112,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC.Cl
1113,NCC1CCC(C(=O)O)CC1
1114,Cl.N[C@@H]1C[C@H]1c1ccccc1
1115,CCN(CC)c1cc(C)nc2ncnn12
1116,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
1117,C(#CCN1CCCC1)CN1CCCC1.Cl.Cl
1118,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
1119,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
1120,N=c1[nH]c2nc(=N)c(-c3ccccc3)nc-2c(N)[nH]1
1121,CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O
1122,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
1123,CC(/C=C/C(O)=NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1
1124,CC(/C=C/C(O)=NO)=C\C(C)C(=O)c1ccc(N(C)C)cc1
1125,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-]
1126,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl
1127,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl
1128,O=c1nc(O)c(C(F)(F)F)cn1[C@H]1C[C@H](O)[C@@H](CO)O1
1129,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
1130,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
1131,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl
1132,CN1C(=O)OC(C)(C)C1=O
1133,COc1cc(C(O)=NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl
1134,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC
1135,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](N)CC2
1136,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
1137,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
1138,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl
1139,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)O2
1140,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
1141,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2
1142,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
1143,CN1C2CCC1CC(O)C2
1144,C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
1145,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
1146,COc1cc(/C=C(\C#N)C(=N)O)cc(CSc2nc3ccccc3s2)c1O
1147,[C-]#[N+]C(=C(/N)Sc1ccccc1)/C(C#N)=C(\N)Sc1ccccc1
1148,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl
1149,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
1150,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C
1151,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
1152,CC1OC(=O)C(C(C)C)N=C(O)C(C(C)C)OC(=O)C(C(C)C)N=C(O)C(C)OC(=O)C(C(C)C)N=C(O)C(C(C)C)OC(=O)C(C(C)C)N=C(O)C(C)OC(=O)C(C(C)C)N=C(O)C(C(C)C)OC(=O)C(C(C)C)N=C1O
1153,CCCC(CCC)C(=O)O
1154,CN[C@H](CC(C)C)C(O)=N[C@H]1C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]2C(O)=N[C@H]3C(O)=N[C@H](C(O)=N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2OC(CO)[C@@H](O)C(O)[C@@H]2O[C@H]2C[C@@](C)(N)[C@@H](O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl
1155,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
1156,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
1157,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
1158,C=CC(N)CCC(=O)O
1159,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
1160,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
1161,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32
1162,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
1163,N=C(O)N/C=C1\N=C(O)C(CO)N=C(O)C(CO)N=C(O)C(N=C(O)CC(N)CCCN)CN=C(O)C(C2CC(O)NC(=N)N2)N=C1O.O=S(=O)(O)O
1164,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12
1165,ON=C(O)CCCCCCC(O)=Nc1ccccc1
1166,Cl.NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1
1167,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
1168,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O
1169,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)C2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O
1170,Cc1cccc(C)c1NC1=NCCCS1
1171,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
1172,C[C@@H](N)C1CCC(C(=O)N=c2cc[nH]cc2)CC1
1173,O.O=C(O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21
1174,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21.Cl
1175,N=c1ccn([C@H]2CC[C@@H](CO)O2)c(O)n1
1176,CCCOc1ccccc1-c1nc(O)c2nn[nH]c2n1
1177,COc1cc(-c2ccc(O)nn2)ccc1OC(F)F
1178,666
1179,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O
1180,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+]
1181,N=c1[nH]c2cc(Cl)ccc2o1
1182,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
1183,CN1CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3
1184,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
1185,CC1(C)S[C@@H]2[C@H](N=C(O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O
1186,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1187,CC(=O)O.NCCCC[C@H](N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)CN)C(=O)O
1188,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
1189,COc1cc2c3cc1Oc1cc(ccc1O)C[C@H]1c4c(cc(OC)c([O-])c4Oc4ccc(cc4)C[C@H]3N(C)CC2)CC[N+]1(C)C.Cl.Cl
1190,N=c1c2c([nH]c3ccccc13)CCCC2O.O=C(O)/C=C\C(=O)O
1191,O.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
1192,Cc1ccc2c(c1)C(=O)C1(O)CCN(c3ccccc3)C1=N2
1193,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
1194,O=C(O)C1CCCNC1
1195,Cl.NCC(O)c1ccc(O)cc1
1196,CNCC(O)c1ccc(O)cc1
1197,CC(C)NCC(O)COc1ccc(CC(=N)O)cc1
1198,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O
1199,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
1200,CN1Cc2c(ccc3c2OCO3)[C@H]2[C@@H](O)Cc3cc4c(cc3[C@H]21)OCO4
1201,O=C([O-])C(O)C(O)C(=O)O
1202,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
1203,O=CCC(O)C(O)C(O)CO
1204,Nc1c(O)cccc1C(=O)CC(N)C(=O)O
1205,Nc1c(O)cccc1C(=O)CC(N)C(=O)O
1206,Cc1nnc(O)nc1O
1207,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
1208,CC(=O)Oc1ccccc1C(=O)O
1209,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21.Cl
1210,CN(C)CCCOC1C(C(O)CO)OC2OC(C)(C)OC21.Cl
1211,C=C1[C@H](O)[C@@]23CC[C@@H]4[C@H](C(=O)[O-])C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)O)[C@H]5OC(=O)CC(C)C)C[C@@]4(C)[C@@H]2CC[C@@H]1C3.[K+].[K+]
1212,C[N+]1([O-])[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2.Cl
1213,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
1214,CC[C@H](C)[C@H](N)C1=N[C@H](C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](CCC(=O)O)C(O)=N[C@H](C(O)=N[C@H]2CCCCN=C(O)[C@H](CC(=N)O)N=C(O)[C@@H](CC(=O)O)N=C(O)[C@H](Cc3cnc[nH]3)N=C(O)[C@@H](Cc3ccccc3)N=C(O)[C@H]([C@@H](C)CC)N=C(O)[C@@H](CCCN)N=C2O)[C@@H](C)CC)CS1
1215,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
1216,CCCC(=O)O[C@@H]1[C@@H]2OP(=O)(O)OC[C@H]2O[C@H]1n1cnc2c(N=C(O)CCC)ncnc21
1217,CN1CCC23c4ccccc4NC1C21CCN(C)C3Nc2ccccc21
1218,NC(N)=NOCCC(N)C(=O)O.O.O=S(=O)(O)O
1219,CC1(C(=O)[O-])CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)[O-])C(C)(C)C5CCC43C)C2C1.[Na+].[Na+]
1220,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N=C([O-])CSc3ccncc3)[C@H]2SC1.[Na+]
1221,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](N=C([O-])Cn4cnnn4)[C@H]3SC2)s1.[Na+]
1222,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1
1223,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O.O.O.O.O.O
1224,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
1225,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
1226,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(N=C(O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
1227,O.O.O.O.O.O.[Cl-].[Cl-].[Co+2]
1228,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C
1229,CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O.[C-]#N.[Co+3]
1230,N=c1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(O)n1
1231,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
1232,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12
1233,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
1234,CCN1C[C@]2(C)CC[C@H](OC)[C@@]34C1[C@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@]3(O)[C@@H]5[C@H]1OC)[C@@H](OC(C)=O)[C@H]24
1235,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
1236,CCC(CO)NCCNC(CC)CO.Cl
1237,Cc1onc(-c2c(F)cccc2Cl)c1C(O)=N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
1238,CC=C1C[N+]2(C)CCC34C(=C(C=O)C1CC32)Nc1ccccc14.[Cl-]
1239,Cl.O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1
1240,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+]
1241,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
1242,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O
1243,CC1=NCCc2c1[nH]c1cc(O)ccc21.Cl.O.O
1244,CCC1C(C)CC2C1C=CC1C3CC=CC(=O)NCCCC4NC(=O)C(=C(O)C=CC3CC12)C4=O
1245,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
1246,CNC(C)CCC=C(C)C
1247,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O
1248,O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
1249,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.O.O=S(=O)(O)c1ccc2ccccc2c1
1250,CCN(CC)CC(O)=Nc1c(C)cccc1C.Cl
1251,O.O=C1OC2(c3cc(Br)c([O-])cc3Oc3c2cc(Br)c([O-])c3[Hg])c2ccccc21.[Na+].[Na+]
1252,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O.CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
1253,CO[C@@H]1[C@@H](OC(=N)O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+]
1254,CN1CCCN=C1C=Cc1cccc(O)c1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
1255,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
1256,Oc1nc2ccccc2c2ccccc12
1257,CCN1CCN(C(O)=N[C@@H](C(O)=N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O
1258,CN1CCC2(C)c3cc(O)ccc3N(C)C12.O=C(O)/C=C/C(=O)O
1259,CC1=CC(=O)C2=C(C)CC[C@H]3[C@H](C)C(=O)O[C@@H]3[C@@H]12
1260,CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(C(O)C23)C14)C5C6OC
